id,price
0,7.054960000000003
1,8.354959999999991
2,7.657020000000002
3,8.394700000000002
4,9.551280000000009
5,8.407440000000001
6,6.273029999999997
7,9.276159999999999
8,8.881530000000003
9,8.88472
10,8.475199999999996
11,7.506459999999995
12,9.272209999999996
13,7.9052900000000035
14,9.582759999999999
15,6.885860000000004
16,6.596329999999991
17,6.420939999999999
18,8.5946
19,8.382770000000002
20,6.89448
21,6.290270000000001
22,9.415030000000002
23,7.599140000000006
24,9.15413000000001
25,6.485949999999999
26,7.859399999999998
27,8.178390000000011
28,6.91472
29,8.922179999999994
30,8.470610000000002
31,8.467020000000002
32,9.587530000000003
33,8.495629999999995
34,7.74839
35,6.401420000000005
36,7.9879000000000016
37,6.551370000000002
38,8.782840000000004
39,7.155599999999998
40,6.767349999999998
41,7.892019999999998
42,8.996360000000003
43,8.271550000000001
44,6.27616
45,8.365299999999998
46,8.88548
47,7.331729999999998
48,8.395049999999994
49,6.172700000000004
50,7.732150000000001
51,8.232430000000003
52,8.680970000000006
53,7.770939999999999
54,7.97234
55,8.278460000000006
56,7.989070000000003
57,9.46286
58,7.789580000000005
59,7.1697600000000055
60,7.550939999999998
61,7.61011
62,7.486079999999998
63,8.405899999999994
64,8.319280000000003
65,8.683289999999998
66,8.508350000000002
67,6.929380000000002
68,7.5977599999999965
69,6.6929700000000025
70,7.902139999999994
71,7.113690000000004
72,7.5353699999999995
73,9.64521
74,7.058089999999996
75,6.42202
76,6.646230000000004
77,6.336820000000001
78,9.019370000000007
79,8.43844
80,6.650389999999998
81,8.34638
82,6.887140000000005
83,6.781590000000001
84,6.402370000000001
85,7.683479999999999
86,7.748010000000004
87,8.534310000000003
88,7.188619999999999
89,6.2278899999999995
90,6.943470000000006
91,6.828719999999996
92,5.945120000000003
93,6.541219999999998
94,6.355469999999998
95,6.878049999999999
96,8.40301
97,6.515259999999994
98,8.35618
99,7.83246
100,7.3032500000000065
101,8.153870000000005
102,8.45696
103,7.9259900000000005
104,8.301149999999998
105,7.744459999999998
106,7.76403
107,7.533309999999995
108,8.568689999999998
109,7.376750000000003
110,6.850960000000006
111,6.228639999999998
112,8.010650000000005
113,6.898540000000008
114,6.48769
115,6.134290000000002
116,6.106040000000003
117,8.557620000000004
118,6.3387699999999985
119,6.880000000000008
120,6.725489999999997
121,9.037709999999992
122,6.546780000000001
123,9.17791
124,7.899979999999999
125,8.145960000000004
126,7.417320000000003
127,8.284290000000004
128,7.007110000000001
129,6.698160000000002
130,8.315770000000004
131,8.03397
132,8.3055
133,8.054400000000001
134,9.642350000000002
135,6.644219999999999
136,7.504939999999992
137,9.055469999999998
138,7.516529999999994
139,6.6180699999999995
140,8.58690999999999
141,6.9796499999999995
142,7.47041
143,8.527789999999996
144,7.977290000000002
145,9.205929999999999
146,6.788209999999997
147,8.39101
148,6.888249999999994
149,6.445959999999991
150,7.613009999999992
151,6.6845400000000055
152,9.475529999999997
153,8.68216
154,6.685879999999998
155,6.614270000000002
156,6.799390000000002
157,7.805910000000006
158,7.419029999999995
159,7.110380000000005
160,6.815699999999997
161,7.539250000000009
162,8.298240000000003
163,8.749560000000006
164,6.7041499999999985
165,6.109610000000003
166,9.235829999999998
167,6.256090000000005
168,8.672600000000003
169,6.304579999999991
170,6.873910000000007
171,8.877559999999999
172,8.070939999999998
173,9.635260000000002
174,7.051810000000004
175,7.792059999999997
176,8.325719999999999
177,7.139869999999993
178,7.262579999999996
179,7.768119999999994
180,8.56535
181,6.664340000000007
182,8.849939999999997
183,7.328519999999995
184,6.138639999999999
185,6.824559999999999
186,6.332909999999996
187,6.5027
188,7.529260000000002
189,6.29833
190,8.471160000000003
191,8.019249999999998
192,9.37168
193,6.518540000000001
194,7.462189999999996
195,7.831040000000001
196,8.3342
197,8.079540000000001
198,6.48161
199,7.7652
200,8.026339999999998
201,8.01815
202,7.125650000000004
203,6.3740700000000015
204,9.620230000000001
205,8.275900000000007
206,9.585960000000002
207,9.407230000000004
208,8.454930000000001
209,7.280029999999998
210,8.714029999999994
211,7.886209999999993
212,7.397789999999995
213,8.085040000000003
214,8.12341
215,6.910860000000002
216,7.714759999999997
217,7.207289999999998
218,6.547179999999998
219,6.764480000000001
220,7.969440000000005
221,8.65467999999999
222,7.457680000000005
223,6.222790000000001
224,8.11066
225,8.154649999999998
226,7.952130000000003
227,8.19646
228,6.9476399999999945
229,9.039790000000004
230,8.251010000000003
231,8.918959999999997
232,6.572539999999993
233,6.86375
234,7.749340000000003
235,8.358319999999997
236,6.592719999999998
237,6.694080000000006
238,6.600970000000001
239,9.445249999999998
240,7.560179999999997
241,6.7955499999999995
242,6.450969999999989
243,7.888240000000003
244,8.200740000000009
245,7.549269999999998
246,7.9176799999999945
247,7.882109999999996
248,7.978280000000001
249,6.695149999999996
